Job ID Naukri,Job Title,Company Name,Required Skills,Website Link,Posted on,Job Description,Experience Required,Salary,Job Location,Employment Type
080124500505,"Manager, Technical Consulting",Salesforce,"Environment management,Data migration,Coding,Consulting,Design development,SAML,Release management,CRM",www.naukri.com/job-listings-manager-technical-consulting-salesforce-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-jaipur-bangalore-bengaluru-9-to-15-years-080124500505,08/01/2024,The solutions you design are built for the long-term and will scale with the customers growth plans seamlessly . You have proven experience integrating systems via API s as well as a strong development background . You are able to lead and motivate a team of highly capable individuals and help them meet their targets while enabling their growth,9-15 Yrs,Not disclosed,"Pune, Mumbai, Bengaluru, Gurgaon, Hyderabad, Jaipur","Full Time, Permanent"
080124500398,Technical Project Manager,DECATHLON Sports,"Project development,PMP,Project management,Back office,Agile,Scrum,Budgeting,Resource management",www.naukri.com/job-listings-technical-project-manager-decathlon-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-6-to-10-years-080124500398,08/01/2024,"CSM PMP Certification is a plus Establish,develop and lead strategic IT project management practices to ensure on time delivery of projects with maximum efficiency - FASTER TIME TO MARKET Minimum 6+ Years of experience relevant to Software development projects using Agile framework in E-commerce and Retail projects",6-10 Yrs,Not disclosed,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata","Full Time, Permanent"
070124902247,Technology Technical Sales Specialist Intern,IBM,"Sales process,RFP,Training,Technical sales,Software sales,Technology,Sales,Process",www.naukri.com/job-listings-technology-technical-sales-specialist-intern-ibm-india-pvt-limited-mumbai-new-delhi-bangalore-bengaluru-0-to-1-years-070124902247,07/01/2024,We are hiring for the Technology Sales Graduate Program 2023.  Have a year or two of software sales experience working with clients on solving problems and helping them digitally transform their business.  Required Technical and Professional Expertise  Preferred Technical and Professional Expertise . BTech / BE Background with MBA,0-1 Yrs,Not disclosed,"Delhi, Mumbai, Bengaluru","Full Time, Permanent"
090124007422,KPMG India Hiring CA Freshers / A Con / Internal Audit,KPMG Assurance and Consulting Services LLP,"Internal Audit,Internal Control,Risk Advisory,SOX,Con,Ca,Hiring,Control",www.naukri.com/job-listings-kpmg-india-hiring-ca-freshers-a-con-internal-audit-kpmg-assurance-and-consulting-services-llp-bengaluru-delhi-ncr-mumbai-all-areas-0-to-3-years-090124007422,09/01/2024,Possess good business acumen  Have experience in process consulting/ internal audit/ risk consulting,0-3 Yrs,Not disclosed,"Delhi NCR, Bengaluru, Mumbai (All Areas)","Full Time, Permanent"
090124007239,KPMG Hiring CA Fresher /A Con/ Internal Audit,KPMG Assurance and Consulting Services LLP,"Internal Audit,SOX Compliance,Internal Control,Risk Advisory,SOX,Con,Ca,Hiring",www.naukri.com/job-listings-kpmg-hiring-ca-fresher-a-con-internal-audit-kpmg-assurance-and-consulting-services-llp-bengaluru-delhi-ncr-mumbai-all-areas-0-to-3-years-090124007239,09/01/2024,Possess good business acumen  Have experience in process consulting/ internal audit/ risk consulting,0-3 Yrs,Not disclosed,"Delhi NCR, Bengaluru, Mumbai (All Areas)","Full Time, Permanent"
080124005543,Customer Support Executive,Trigent Software,"international voice process,Inbound Voice Process,International Call Center,Bpo Voice,International BPO,International Calling,International voice,Calling",www.naukri.com/job-listings-customer-support-executive-trigent-software-bangalore-bengaluru-mumbai-all-areas-0-to-5-years-080124005543,08/01/2024,"Candidate will be an individual contributor as a part of a team,with a predetermined focused scope of work. Should be comfortable with Night Shift  Freshers Graduates can apply .  In this role,you are required to solve routine problems,largely through precedent and referral to general guidelines .",0-5 Yrs,3-4.25 Lacs PA,"Bengaluru, Mumbai (All Areas)","Full Time, Temporary/Contractual"
010124001529,International Voice Process,Trigent Software,"International Voice,International Voice Process,International BPO,International Calling,International,Calling,Process,Voice process",www.naukri.com/job-listings-international-voice-process-trigent-software-mumbai-maharashtra-bengaluru-0-to-3-years-010124001529,09/01/2024,"Ready to work in night shifts  Fresher with excellent communication Must be able to propose process improvement ideas which can reduce time,improved accuracy or enhance controls Provide excellent experience to the candidates",0-3 Yrs,3-6 Lacs PA,"Mumbai, Bengaluru","Full Time, Temporary/Contractual"
090124006452,Customer Service | BPO | Chat | Call Center | Y4,Startek,"English,Inbound Process,BPO,mumbai,Customer Service,Email,kolkata,pune",www.naukri.com/job-listings-customer-service-bpo-chat-call-center-y4-startek-noida-uttar-pradesh-kolkata-chandigarh-chandigarh-hyderabad-secunderabad-telangana-gurgaon-gurugram-haryana-bangalore-bengaluru-karnataka-mumbai-all-areas-0-to-5-years-090124006452,09/01/2024,Fresher & Experience both can apply,0-5 Yrs,2.25-4.5 Lacs PA,"Bengaluru, Chandigarh, Hyderabad, Gurgaon, Noida, Kolkata, Mumbai (All Areas)","Full Time, Permanent"
080124001255,Customer Service | BPO | Chat | Call Center | Y3,Tech Mahindra,"English,Inbound Process,BPO,mumbai,Customer Service,Email,kolkata,pune",www.naukri.com/job-listings-customer-service-bpo-chat-call-center-y3-tech-mahindra-noida-uttar-pradesh-kolkata-chandigarh-chandigarh-hyderabad-secunderabad-telangana-gurgaon-gurugram-haryana-bangalore-bengaluru-karnataka-mumbai-all-areas-0-to-5-years-080124001255,08/01/2024,Fresher & Experience both can apply,0-5 Yrs,2.25-4.5 Lacs PA,"Bengaluru, Chandigarh, Hyderabad, Gurgaon, Noida, Kolkata, Mumbai (All Areas)","Full Time, Permanent"
090124501557,Senior Consultant - Revenue Growth Management (CPG),Fractal Analytics,"Computer vision,Software design,Version control,Data modeling,Project management,Analytical,Artificial Intelligence,Consulting",www.naukri.com/job-listings-senior-consultant-revenue-growth-management-cpg-fractal-protocol-mumbai-pune-chennai-gurgaon-gurugram-bangalore-bengaluru-5-to-10-years-090124501557,09/01/2024,"This role must engage,influence and inspire wide variety of stakeholders internally from AI,Engineering Design in order to drive collaboration and alignment.   5+ years of work experience related to RGM data science,analytics in CPG domain Experience with programming languages such as Python,Spark",5-10 Yrs,Not disclosed,"Chennai, Pune, Mumbai, Bengaluru, Gurgaon","Full Time, Permanent"
080124500980,Business Development - POD Leader,Fractal Analytics,"Sales,big data analytics,Analytical,Artificial Intelligence,Machine learning,SOW,cxo,Legal documentation",www.naukri.com/job-listings-business-development-pod-leader-fractal-protocol-mumbai-pune-chennai-gurgaon-gurugram-bangalore-bengaluru-3-to-7-years-080124500980,08/01/2024,"CXO presentations             Responsible for driving/fulfilling sales revenue for a specific industry vertical     Generating and maintaining a healthy sales pipeline (owning the deal end-to-end)     Formulate reach-out strategies - Design campaigns for targeted reach-out in collaboration with the campaign manager     Work with the practice for customizing the sales pitches for intro calls     Work with the practice for content collation, proposal building, and commercial discussions     Manage RFI/ RFPs     Maintain sales trackers and present the progress on weekly internal growth calls as well as practice pulse calls     Work on the legal documentation - MSA, Preparing SOWs, working with PMs for creating sow codes, updating SFDC, etc     Act as offshore Account Manager for acquired logos - set up cadence internal and with clients and identify new opportunities.     Actively involved in hiring along with the Hiring Manager, and training the new team members                   Behavioral Skills for the Role           Very strong problem-solving skills, and quantitative/analytical thinking capabilities     Consultative problem-solving approach, customer orientation, and strong collaboration skills     Willing to work in a highly demanding and result-oriented team environment     Excellent communication skills; able to grasp and communicate complex ideas clearly     Ability to translate data and information into actionable insights and business recommendations",3-7 Yrs,Not disclosed,"Chennai, Pune, Mumbai, Bengaluru, Gurgaon","Full Time, Permanent"
080124500709,Senior Software Engineer SharePoint Developer,Citiustech,"Automation,Data management,Coding,Consulting,Agile,Healthcare,Application development,Troubleshooting",www.naukri.com/job-listings-senior-software-engineer-sharepoint-developer-citiustech-noida-mumbai-pune-chennai-gurgaon-gurugram-bangalore-bengaluru-2-to-7-years-080124500709,08/01/2024,Should haveworked on at least 3 medium to large SharePoint Online / 2013 . Education . :  . Engineering Degree BE / BTech/BCS . Technical certifications in multipletechnologies are desirable  Excellent analytical and problem-solvingskills for translating data into meaningful visualizations is preferred . .,2-7 Yrs,Not disclosed,"Chennai, Pune, Mumbai, Bengaluru, Gurgaon, Noida","Full Time, Permanent"
090124908645,Business Change Management Professional,Capgemini,"Change Management,operational support,Risk assessment,ITIL,Risk analysis,Change,Management,Management Professional",www.naukri.com/job-listings-business-change-management-professional-capgemini-technology-services-india-limited-mumbai-pune-bangalore-bengaluru-4-to-6-years-090124908645,09/01/2024,Leading the change management activities within a structured process framework  Designing the strategic approach to managing change and support operations that fall within the domain of change management  Evaluating the change impact and organizational readiness to limit potential risk  Supporting training and communication as part of change management  Activities may include designing or delivering specialized training resources to appropriate userbase  Evaluating the risk of change and providing actionable guidelines on reducing the impact  Evaluating resistance in adopting the change at the user process and technology level  Managing the change portfolio which allows the organization to prepare for and successfully adopt the change Authorize minor change requests and coordinate with the Change Advisory Board for changes presenting higher risk  Conduct post implementation reviews to assess the decisions and performance related to the change request Supporting the change manager in decisions for major changes  Evaluating Requests for Change RFCs the available resources impact of change and organizational readiness  Validating that appropriate tests and evaluation are performed before high risk changes are approved  Documenting relevant processes and activities  Supporting the design of change implementation scheduling  Primary Skills Change Management Change Manager ITIL Secondary SKills Reviewing a change implementation process Supporting the design and approving new change process models Using the diverse knowledge base skills and expertise of each CAB member to provide a unique perspective before a decision is finalized  Assessing the relative importance of the emergency change request  Supporting the change manager during impact and risk assessment  Reviewing the change request risk analysis and impact evaluation before the decision is finalized  Approving or rejecting an emergency change Evaluating the efficacy of the emergency change implementation process  Devising the process in support with the change manager and CAB Communicating the guidelines to appropriate stakeholders  Facilitating cross departmental collaboration necessary for change management  Evaluating and improving the change management process Reporting on the performance of the process to CAB and change manager Initiating process improvements,4-6 Yrs,Not disclosed,"Pune, Mumbai, Bengaluru","Full Time, Permanent"
090124005477,DuckCreek Developer,Hexaware Technologies,"Duckcreek Policy,Duck Creek,Pc Insurance,Duckcreek Claims Development,PC,Insurance,Claims,Development",www.naukri.com/job-listings-duckcreek-developer-hexaware-technologies-navi-mumbai-maharashtra-pune-maharashtra-bangalore-rural-karnataka-6-to-10-years-090124005477,09/01/2024,"Integration Skills: Proven hands-on experience in various Duckcreek integrations including Utility,Trace Monitor,TSV Debugger,CSS / XML / XSLT,Author,Server,Express,Forms,Rating,Rules,Batch Processing,Task and Notification,Transact,Customization / Custom development in Skins / Custom Java Script,Extract mapper and Address Validation (e.g.,Pitney Bowes)",6-10 Yrs,Not disclosed,"Hybrid - Pune, Navi Mumbai, Bangalore Rural, Karnataka","Full Time, Permanent"
080124006478,Urgent hiring For Mysql,Citiustech,"python,MySQL,Pandas,aws,azure,Microsoft Azure,Hiring",www.naukri.com/job-listings-urgent-hiring-for-mysql-citiustech-healthcare-technology-pvt-ltd-pune-maharashtra-bangalore-rural-karnataka-mumbai-all-areas-5-to-8-years-080124006478,08/01/2024,Knowledge of ETL / Datawarehousing concepts is a MUST  Good understanding of SQL concepts,5-8 Yrs,Not disclosed,"Hybrid - Pune, Bangalore Rural, Karnataka, Mumbai (All Areas)","Full Time, Permanent"
090124006591,Customer Service Executive | BPO | Chat | Call Center | Z48,Hexaware Technologies,"English,Inbound Process,BPO,mumbai,Customer Service,Email,kolkata,pune",www.naukri.com/job-listings-customer-service-executive-bpo-chat-call-center-z48-hexaware-technologies-kolkata-chandigarh-chandigarh-indore-madhya-pradesh-hyderabad-secunderabad-telangana-pune-maharashtra-gurgaon-gurugram-haryana-chennai-tamil-0-to-5-years-090124006591,09/01/2024,"Customer Support Associate (CSA).
Job Profile-
Have to resolute customers query over Call & Chat.

-- Kindly access the following link to submit your job application: https://bit.ly/66665555 --Min HSC Passed.
Fresher & Experience both can apply
Excellent verbal communication skill in English
No planned leave for upcoming 3 month after joining
9 hour of the day, 8 hrs. work and 1 hour break",0-5 Yrs,2.25-4.5 Lacs PA,"Chennai, Pune, Indore, Bengaluru, Chandigarh, Hyderabad, Gurgaon, Jaipur, Kolkata","Full Time, Permanent"
161123005950,Clinical Research and Pharmacovigilance Internship - Clin Infotech,Clin Infotech,"Pharmacovigilance,Pharmaceutics,MedDRA,PV,Pharmacology,PharmD,Clinical Trials,Life Sciences",www.naukri.com/job-listings-clinical-research-and-pharmacovigilance-internship-clin-infotech-clin-infotech-hyderabad-secunderabad-telangana-pune-maharashtra-bangalore-bengaluru-karnataka-0-to-1-years-161123005950,08/01/2024,Clininfotech is Offering Internship Opportunity For Freshers to gain Work Experience on Live Projects and Clinical Softwares in Clinical Research and Pharmacovigilance  Internship Is followed with Certification Course in Clinical Research Should be pharmacy & Life Science Graduates  Should have done Certification Course in Clinical Research and Pharmacovigilance,0-1 Yrs,Not disclosed,"Pune, Bengaluru, Hyderabad","Full Time, Permanent"
080124004497,Pharmacovigilance Interns - Clin Infotech,Clin Infotech,"Pharmacovigilance,Pharmaceutics,MedDRA,PV,Pharmacology,PharmD,Clinical Trials,Life Sciences",www.naukri.com/job-listings-pharmacovigilance-interns-clin-infotech-clin-infotech-hyderabad-secunderabad-telangana-pune-maharashtra-bangalore-bengaluru-karnataka-0-to-1-years-080124004497,08/01/2024,Clininfotech is Offering Internship Opportunity For Freshers to gain Work Experience on Live Projects and Clinical Softwares in Clinical Research and Pharmacovigilance  Internship Is followed with Certification Course in Clinical Research Should be pharmacy & Life Science Graduates  Should have done Certification Course in Clinical Research and Pharmacovigilance,0-1 Yrs,Not disclosed,"Pune, Bengaluru, Hyderabad","Full Time, Permanent"
271023003961,Customer Support BPO Voice Fresher/Experienced,Trigent Software,"Customer Support,BPO,Inbound Process,Inbound Customer Service,Bpo Customer Service,International Call Center,Inbound Calls,Outbound Process",www.naukri.com/job-listings-customer-support-bpo-voice-fresher-experienced-trigent-software-mumbai-maharashtra-bangalore-bengaluru-mumbai-all-areas-0-to-5-years-271023003961,09/01/2024,"Fresher or any BPO voice experience required  Excellent communication skills required Must be able to propose process improvement ideas that can reduce time,improve accuracy or enhance controls  Provide excellent experience to the candidates",0-5 Yrs,3-4.75 Lacs PA,"Mumbai, Bengaluru, Mumbai (All Areas)","Full Time, Permanent"
080124501317,Data Engineer-Senior Associate-P&T,PwC Service Delivery Center,"Usage,Leadership development,Compliance,IFS,Manager Technology,Management,Product strategy,Data",www.naukri.com/job-listings-data-engineer-senior-associate-p-t-pricewaterhouse-coopers-private-limited-mumbai-hyderabad-secunderabad-bangalore-bengaluru-1-to-4-years-080124501317,08/01/2024,"As a Senior Associate, youll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution.      PwC Professional skills and responsibilities for this management level include but are not limited to:            Use feedback and reflection to develop self awareness, personal strengths and address development areas.      Delegate to others to provide stretch opportunities, coaching them to deliver results.      Demonstrate critical thinking and the ability to bring order to unstructured problems.      Use a broad range of tools and techniques to extract insights from current industry or sector trends.      Review your work and that of others for quality, accuracy and relevance.      Know how and when to use tools available for a given situation and can explain the reasons for this choice.      Seek and embrace opportunities which give exposure to different situations, environments and perspectives.      Use straightforward communication, in a structured way, when influencing and connecting with others.      Able to read situations and modify behavior to build quality relationships.      Uphold the firms code of ethics and business conduct.                              Preferred skills            Add here AND change text color to black or remove bullet and section title if not applicable                Minimum years experience required            Add here AND change text color to black or remove bullet and section title if not applicable                Additional application instructions            Add here AND change text color to black or remove bullet and section title if not applicable",1-4 Yrs,Not disclosed,"Mumbai, Bengaluru, Hyderabad","Full Time, Permanent"
261023006225,B2B Field SALE'S,Airtel,"B2B Sales,Telecom Sales,Enterprise Sales,B2B,Telecom,S,Field sales,Sales",www.naukri.com/job-listings-b2b-field-sale-s-airtel-pune-maharashtra-bangalore-bengaluru-karnataka-mumbai-all-areas-1-to-6-years-261023006225,09/01/2024,"Purpose of the Job  • The responsibility of the role holder is to ensure sales and service in his territory to deliver Data (Internet Bandwidth, MPLS, Cloud etc.), Voice (Postpaid), Broadband and Fixed Line Business in the assigned territory. Front-end the relationship with customer from Airtel side and become the single point of contact for customer for all three lines of business.  Ensure Customer Market Share (CMS) and Revenue Market Share (RMS) growth in both existing and new accounts. Key Deliverables  •Deliver Data, Voice and Fixed Line installation as per assigned targets  New account break-in (hunting) for Data, Voice and Fixed Line.  Cross-sell multi-product lines in existing and new customer  Build & maintain healthy funnel for all three Lines of Business with earmarked levels of maturity  Be aware of competition plans & collect insights for market intelligence  Monitor competitions customer offerings and planning sales interventions for different class of clients. Role details:  Build and maintain strong, long lasting client relationships  Negotiate and close orders/contracts to maximize revenue •Develop new business through upsell and cross-sell with existing clients        •Ensure timely and successful delivery of our solutions as per client needs  Interested can send there Resume to My Mail Id a_savitha.BaiR@airtel.com/Contact no 9686967138",1-6 Yrs,1-3.5 Lacs PA,"Pune, Bengaluru, Mumbai (All Areas)","Full Time, Permanent"
060124006245,Hiring For .NET Developer(only Product based company Exp)-Bangalore,MRT Infotech,"Web Api,Coding,.NET,ASP.Net,MVC,Rest,Multithreading,SOAP",www.naukri.com/job-listings-hiring-for-net-developer-only-product-based-company-exp-bangalore-mrt-infotech-pune-maharashtra-gurugram-haryana-mumbai-all-areas-8-to-12-years-060124006245,06/01/2024,Dot Net Developer Strong in coding . Years of experience 8+ years. NP immediate to 30 days.  Strong OO analysis and design patterns experience  Good to have skills  Product based company experience (Y / N),8-12 Yrs,9-19 Lacs PA,"Pune, Gurgaon, Mumbai (All Areas)","Full Time, Permanent"
080124906974,Associate System Engineer,IBM,"Agile,Software development life cycle,Application software,Python,Debugging,Programming,Javascript,Development Life Cycle",www.naukri.com/job-listings-associate-system-engineer-ibm-india-pvt-limited-mumbai-new-delhi-pune-0-to-3-years-080124906974,08/01/2024,Required Technical and Professional Expertise  Preferred Technical and Professional Expertise,0-3 Yrs,Not disclosed,"Pune, Delhi, Mumbai","Full Time, Permanent"
080124501648,Sr. Technology Analyst,TELUS International,"BPO,Cisco routers,Agile,Hardware,Customer service,VLAN,cisco,Consumer electronics",www.naukri.com/job-listings-sr-technology-analyst-telus-international-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-7-years-080124501648,08/01/2024,. Must be comfortable working Late evening / night shifts permanently Mostly in Night shift - Canadian Working Hours) . Additional  . Operating System Upgrades of backbone / edge routers (RE / SE/CA / SA/BR / GR) . VLAN / Service additions .   . Must have 3-7 Years of experience,3-7 Yrs,Not disclosed,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata","Full Time, Permanent"
080124500508,Senior Statistical Programmer,Cytel,"CRO,SAS,Pharma,Analytical,XML,Clinical trials,clinical development,SAS Programming",www.naukri.com/job-listings-senior-statistical-programmer-cytel-statistical-software-services-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-8-to-13-years-080124500508,08/01/2024,". As a Senior Statistical Programmer,you will leverage your advanced SAS programming skills and proficiency in CDISC standards (SDTM ADaM) to support or lead one or more Phase I-IV clinical trials   . To be successful in this position you will have:  . Bachelors degree in one of the following fields Statistics,Computer Science,Mathematics,etc",8-13 Yrs,Not disclosed,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata","Full Time, Permanent"
270723006137,Oracle Fusion SCM Functional Lead,Oracle,"Fusion Scm,Scm Cloud,Functional,Oracle,SCM,Oracle Fusion,Fusion,Cloud",www.naukri.com/job-listings-oracle-fusion-scm-functional-lead-oracle-kolkata-mumbai-maharashtra-gandhinagar-gujarat-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-8-to-13-years-270723006137,07/01/2024,"Bachelor of Engineering or master s degree in business administration (MBA) with 5 to 10 years of total experience in EBS or Cloud Application Implementations Required Skills / Experience . What You ll Bring . You have that rare combination a sharp technical brain and a head for business At least 3-4 full life cycle implementations,preferably with US implementation experience",8-13 Yrs,18-33 Lacs PA (Including Variable: 15.0%),"Hybrid - Chennai, Gandhinagar, Pune, Delhi NCR, Mumbai, Bengaluru, Hyderabad, Kolkata","Full Time, Permanent"
090823006608,Oracle Fusion SCM Functional Lead,Oracle,"Fusion Scm,Scm Cloud,SCM,Fusion,Oracle Fusion,Oracle Fusion SCM,Functional,Cloud",www.naukri.com/job-listings-oracle-fusion-scm-functional-lead-oracle-kolkata-mumbai-maharashtra-gandhinagar-gujarat-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-8-to-13-years-090823006608,07/01/2024,"Bachelor of Engineering or master s degree in business administration (MBA) with 5 to 10 years of total experience in EBS or Cloud Application Implementations Required Skills / Experience . What You ll Bring . You have that rare combination a sharp technical brain and a head for business At least 3-4 full life cycle implementations,preferably with US implementation experience",8-13 Yrs,18-33 Lacs PA,"Hybrid - Chennai, Gandhinagar, Pune, Delhi NCR, Mumbai, Bengaluru, Hyderabad, Kolkata","Full Time, Permanent"
090124501703,Contractor- Product Support Intern,"Allscripts(India) LLP, ultimately a subsidiary of Altera Digital Health Inc.,[Altera India]",N/A,www.naukri.com/job-listings-contractor-product-support-intern-allscripts-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-0-to-1-years-090124501703,06/01/2024,Certificate on completing internship.  Excellent communication skills . Good analytical and troubleshooting skills,8-13 Yrs,"23,391/month","Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata","Full Time, Permanent"
090124501135,ENGINEER - IT SOFTWARE DEV & OPS,Sasken Technologies,"VMware,Linux,XML,Perl,Windows,IOS,Technical support,SDLC",www.naukri.com/job-listings-engineer-it-software-dev-ops-sasken-communication-technologies-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-0-to-2-years-090124501135,09/01/2024,"Engineering graduate,MCA,etc  He should also be experienced in usage of BDD frameworks and Device Test cloud like Sauce Labs,Xamarin Test Cloud. 5) Deployment Specialist should be able to plan and manage the release management stratgies,manage package artifactories,manage AMIs,deploy application and service packages across cloud and containers based infrastructure",0-2 Yrs,Not disclosed,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata","Full Time, Permanent"
090124501134,ENGINEER - DATA ANALYTICS,Sasken Technologies,"Coding,GCP,SCALA,MongoDB,QlikView,Technical support,Analytics,SQL",www.naukri.com/job-listings-engineer-data-analytics-sasken-communication-technologies-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-0-to-2-years-090124501134,09/01/2024,"Engineering graduate,MCA,etc  Responsible for adhering to guidelines and checklists for all deliverable reviews,sending status report to team lead and following relevant organizational processes. Expected to enhance technical capabilities by attending trainings,self-study and periodic technical assessments. Education and Experience Required",0-2 Yrs,Not disclosed,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata","Full Time, Permanent"
090124501133,ENGINEER - APPS&DRIVERS - RTOS,Sasken Technologies,"RTOS,VXWorks,C++,JTAG,C,Coding,Design development,QNX",www.naukri.com/job-listings-engineer-apps-drivers-rtos-sasken-communication-technologies-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-0-to-2-years-090124501133,09/01/2024,"Engineering graduate,MCA,etc   . Education and Experience Required  Experience: 0-2 years",0-2 Yrs,Not disclosed,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata","Full Time, Permanent"
090124501132,ENGINEER - APP SOFTWARE,Sasken Technologies,"C,UML,Coding,XML,ASP.Net,Windows,WCF,Visual Studio",www.naukri.com/job-listings-engineer-app-software-sasken-communication-technologies-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-0-to-2-years-090124501132,09/01/2024,"Engineering graduate,MCA,etc   . Education and Experience Required  Experience: 0-2 years",0-2 Yrs,Not disclosed,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata","Full Time, Permanent"
090124500502,Executive - Finance,Artech India,"Finance Executive,Finance",www.naukri.com/job-listings-executive-finance-artech-india-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-0-to-2-years-090124500502,09/01/2024,"Qualifications:  . Bachelors degree in Finance,Accounting,or a related field . Professional certifications such as CPA (Certified Public Accountant) or CFA (Chartered Financial Analyst) are desirable .",0-2 Yrs,Not disclosed,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata","Full Time, Permanent"
080124004586,Clinical Research Associate - Any Life Sciences - Freshers,Clin Infotech,"Clinical Research,Life Sciences,MedDRA,PSUR,Drug Safety,Clinical Operations,Case Processing,Pharmacovigilance",www.naukri.com/job-listings-clinical-research-associate-any-life-sciences-freshers-clin-infotech-pune-bangalore-bengaluru-0-to-1-years-080124004586,08/01/2024,"Clinical Research Associates manage clinical trials and studies pertaining to biotechnological and pharmaceutical products, drugs and procedures. A Clinical Research Associate, also known as a CRA, conducts research to ensure these products are safe.",0-1 Yrs,Not disclosed,"Pune, Bengaluru","Full Time, Permanent"
080124500662,Project Manager,Capco,"Delivery excellence,Manager Quality Assurance,Wealth management,Risk analytics,Management consulting,Budgeting,Credit risk,Financial services",www.naukri.com/job-listings-project-manager-capco-technologies-pvt-ltd-hyderabad-secunderabad-pune-gurgaon-gurugram-bangalore-bengaluru-9-to-14-years-080124500662,08/01/2024,"You will work on engaging projects with the largest international and local banks, insurance companies, payment service providers and other key players in the industry.      The projects that will transform the financial services industry.         MAKE AN IMPACT       Innovative thinking, delivery excellence and thought leadership to help our clients transform their business. Together with our clients and industry partners, we deliver disruptive work that is changing energy and financial services.       Project Manager             The role supports the Wholesale Credit Risk Analytics Transformation team. The project manager will be expected to plan, mobilise, and direct projects of medium to high complexity and scale from definition to closure. They are typically responsible for the end-to-end delivery of a single project or work stream of a larger project or programme, proactively balancing scope, schedule, budget, risks, outcomes, and benefits.     Plans effectively around delivery constraints and optimises the plan to maximise benefits and minimise risk. Develops the plan within constraints, considering the delivery approach, key milestones and dependencies within the plan, requirements and scope, effort and resources, budgets, and quality.     Ensures the baselined scope, requirements, benefits, schedule, and budget are managed as outlined in HSBC Change Framework. Identifies and intervenes where there is slippage and variance from plan.     Proactively monitors project execution to effectively identify risks/issues/dependencies as they arise throughout the project lifecycle. Takes ownership of critical issues and ensures resolution within agreed timescales and implements mitigating plans against identified risks and issues. Escalates when needed to the Programme Manager (remaining calm, knowing when to escalate, and escalates with possible solutions).     Collaborates and builds positive stakeholder relationships providing regular updates to resolve high priority issues affecting the project.     Obtains buy-in from the project sponsor, Steering Committee and other stakeholders for all key project plans, commitments, and changes including requirements, quality assurance plans, budget, schedule, and scope changes.         Ensures governance processes and decisions are applied consistently, including:       o Engaging the project sponsor and stakeholders effectively o Creation and running of effective Steering Committee, who make focused decisions, based upon accurate and timely status, performance reports. Using the committee as the first point of escalation",9-14 Yrs,Not disclosed,"Pune, Bengaluru, Hyderabad, Gurgaon","Full Time, Permanent"
311023007064,Java Full Stack Developer,Oracle,"Rest Api Development,Javascript,Web Framework,Java Fullstack,Ojet,Java,Development,Stack",www.naukri.com/job-listings-java-full-stack-developer-oracle-hyderabad-secunderabad-telangana-pune-maharashtra-bangalore-bengaluru-karnataka-5-to-10-years-311023007064,08/01/2024,"Experience developing web applications using at least one popular web framework (JSF,GWT,Spring MVC) Our development practices include empowered scrum teams,continuous build and integration,weekly sprint reviews,and a heavy emphasis on testing early and often.  . You should be able to work independently,mentor others and be a highly contributing member of an agile team",5-10 Yrs,Not disclosed,"Pune, Bengaluru, Hyderabad","Full Time, Permanent"
